Region,Org Code,Provider name,Modality, Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Year 
 Y62 , RMP , Tameside and Glossop Integrated Care NHS Foundation Trust , Magnetic Resonance Imaging , 840 , 890 , 895 , 880 , 935 , 865 , 905 , 825 , 900 ," 1,120 ", 920 , 915 ," 10,885 "
 Y62 , RMP , Tameside and Glossop Integrated Care NHS Foundation Trust , Medical Photography , . , . , . , * , . , . , . , . , . , . , . , . , * 
 Y62 , RMP , Tameside and Glossop Integrated Care NHS Foundation Trust , Nuclear Medicine Procedure , 170 , 195 , 165 , 230 , 190 , 170 , 225 , 195 , 140 , 210 , 175 , 165 ," 2,225 "
 Y62 , RMP , Tameside and Glossop Integrated Care NHS Foundation Trust , Plain Radiography ," 8,040 "," 8,190 "," 7,590 "," 8,635 "," 7,570 "," 7,740 "," 8,390 "," 7,715 "," 7,510 "," 8,720 "," 7,430 "," 5,750 "," 93,280 "
 Y62 , RMP , Tameside and Glossop Integrated Care NHS Foundation Trust , Single Photon Emission Computerized Tomography , 5 , 5 , * , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 55 
 Y62 , RBV , The Christie NHS Foundation Trust , Computerized Axial Tomography ," 2,550 "," 2,880 "," 2,560 "," 2,905 "," 2,655 "," 2,635 "," 3,045 "," 2,655 "," 2,510 "," 3,065 "," 2,700 "," 2,510 "," 32,660 "
 Y62 , RBV , The Christie NHS Foundation Trust , Diagnostic Ultrasonography , 360 , 415 , 385 , 445 , 375 , 400 , 420 , 440 , 350 , 425 , 370 , 340 ," 4,730 "
 Y62 , RBV , The Christie NHS Foundation Trust , Fluoroscopy , 290 , 315 , 275 , 335 , 325 , 320 , 310 , 340 , 290 , 410 , 325 , 290 ," 3,810 "
 Y62 , RBV , The Christie NHS Foundation Trust , Magnetic Resonance Imaging , 770 , 800 , 680 , 855 , 790 , 790 , 895 , 815 , 735 , 930 , 870 , 805 ," 9,735 "
 Y62 , RBV , The Christie NHS Foundation Trust , Medical Photography , 355 , 380 , 440 , 400 , 320 , 365 , 360 , 380 , 335 , 390 , 395 , 335 ," 4,455 "
 Y62 , RBV , The Christie NHS Foundation Trust , Nuclear Medicine Procedure , 330 , 365 , 290 , 380 , 360 , 305 , 395 , 350 , 290 , 405 , 335 , 290 ," 4,095 "
 Y62 , RBV , The Christie NHS Foundation Trust , Plain Radiography ," 1,190 "," 1,225 "," 1,220 "," 1,305 "," 1,165 "," 1,205 "," 1,320 "," 1,210 "," 1,260 "," 1,365 "," 1,155 "," 1,065 "," 14,690 "
 Y62 , RBV , The Christie NHS Foundation Trust , Positron Emission Tomography , 495 , 520 , 445 , 625 , 395 , 490 , 610 , 505 , 555 , 590 , 700 , 605 ," 6,535 "
 Y62 , RBV , The Christie NHS Foundation Trust , Single Photon Emission Computerized Tomography , 5 , 5 , * , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 55 
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Computerized Axial Tomography ," 1,105 "," 1,180 "," 1,040 "," 1,200 "," 1,120 "," 1,170 "," 1,230 "," 1,130 "," 1,060 "," 1,260 "," 1,140 "," 1,145 "," 13,785 "
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Diagnostic Ultrasonography , 65 , 65 , 60 , 60 , 50 , 40 , 55 , 50 , 105 , 115 , 95 , 80 , 840 
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Fluoroscopy , 5 , 5 , * , 5 , 5 , 5 , * , 5 , 5 , 5 , 5 , * , 45 
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Magnetic Resonance Imaging , 560 , 640 , 575 , 695 , 630 , 610 , 650 , 605 , 525 , 730 , 660 , 485 ," 7,370 "
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Nuclear Medicine Procedure , 85 , 135 , 130 , 135 , 95 , 135 , 130 , 120 , 125 , 130 , 60 , 115 ," 1,410 "
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Plain Radiography , 165 , 165 , 155 , 180 , 155 , 160 , 195 , 155 , 155 , 155 , 155 , 150 ," 1,940 "
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Positron Emission Tomography , 10 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 5 , 70 
 Y62 , REN , The Clatterbridge Cancer Centre NHS Foundation Trust , Single Photon Emission Computerized Tomography , * , 10 , 10 , 10 , 5 , 15 , * , 5 , 5 , 5 , . , 5 , 75 
 Y62 , RET , The Walton Centre NHS Foundation Trust , Computerized Axial Tomography , 410 , 385 , 355 , 410 , 390 , 385 , 420 , 410 , 370 , 430 , 390 , 310 ," 4,665 "
 Y62 , RET , The Walton Centre NHS Foundation Trust , Diagnostic Ultrasonography , 10 , 10 , 10 , 10 , 10 , 5 , 10 , 15 , 10 , 5 , 5 , 5 , 95 
 Y62 , RET , The Walton Centre NHS Foundation Trust , Fluoroscopy , 90 , 90 , 80 , 115 , 110 , 60 , 95 , 85 , 65 , 80 , 75 , 70 ," 1,015 "
 Y62 , RET , The Walton Centre NHS Foundation Trust , Magnetic Resonance Imaging ," 1,215 "," 1,250 "," 1,115 "," 1,355 "," 1,185 "," 1,165 "," 1,300 "," 1,220 "," 1,000 "," 1,425 "," 1,160 ", 755 ," 14,150 "
 Y62 , RET , The Walton Centre NHS Foundation Trust , Plain Radiography , 540 , 545 , 525 , 565 , 545 , 560 , 580 , 625 , 490 , 565 , 520 , 395 ," 6,450 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Computerized Axial Tomography ," 3,215 "," 3,350 "," 3,340 "," 3,600 "," 3,355 "," 3,365 "," 3,635 "," 3,530 "," 3,200 "," 3,580 "," 3,360 "," 2,910 "," 40,440 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Diagnostic Ultrasonography ," 5,800 "," 6,205 "," 5,635 "," 6,470 "," 5,560 "," 5,705 "," 6,030 "," 5,885 "," 5,255 "," 6,465 "," 5,590 "," 4,995 "," 69,595 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Fluoroscopy , 565 , 650 , 565 , 695 , 595 , 545 , 605 , 575 , 580 , 670 , 570 , 410 ," 7,030 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Magnetic Resonance Imaging ," 1,810 "," 1,860 "," 1,805 "," 1,885 "," 1,835 "," 1,860 "," 1,855 "," 1,965 "," 1,770 "," 2,020 "," 1,925 "," 1,680 "," 22,270 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Nuclear Medicine Procedure , 175 , 230 , 185 , 185 , 195 , 215 , 220 , 175 , 175 , 180 , 170 , 155 ," 2,265 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Plain Radiography ," 13,205 "," 13,645 "," 12,615 "," 13,730 "," 12,480 "," 12,645 "," 13,530 "," 12,780 "," 11,590 "," 13,745 "," 12,200 "," 9,650 "," 151,810 "
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Positron Emission Tomography , 35 , 50 , 40 , 35 , 30 , 45 , 30 , 35 , 40 , 35 , 45 , 50 , 475 
 Y62 , RTX , University Hospitals of Morecambe Bay NHS Foundation Trust , Single Photon Emission Computerized Tomography , 15 , 30 , 15 , 15 , 15 , 20 , 10 , 25 , 25 , 15 , 10 , 10 , 195 
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 2,330 "," 2,420 "," 2,420 "," 2,700 "," 2,370 "," 2,360 "," 2,630 "," 2,525 "," 2,390 "," 2,610 "," 2,115 "," 2,060 "," 28,925 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 5,590 "," 5,735 "," 5,250 "," 6,080 "," 4,910 "," 5,050 "," 5,530 "," 5,270 "," 5,080 "," 5,735 "," 4,685 "," 4,490 "," 63,400 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Fluoroscopy , 240 , 270 , 260 , 270 , 220 , 250 , 225 , 250 , 230 , 245 , 205 , 175 ," 2,835 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,540 "," 1,695 "," 1,625 "," 1,810 "," 1,760 "," 1,585 "," 1,800 "," 1,775 "," 1,535 "," 1,910 "," 1,765 "," 1,515 "," 20,310 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 105 , 135 , 130 , 140 , 110 , 115 , 120 , 110 , 100 , 110 , 125 , 100 ," 1,390 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Plain Radiography ," 9,850 "," 10,150 "," 9,645 "," 10,360 "," 8,950 "," 9,390 "," 10,035 "," 9,715 "," 9,330 "," 10,580 "," 9,310 "," 7,555 "," 114,870 "
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Positron Emission Tomography , . , . , . , . , . , . , . , * , . , 50 , 45 , 45 , 135 
 Y62 , RWW , Warrington and Halton Teaching Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , . , 5 , * , 5 , * , 5 , 5 , 5 , 5 , * , 5 , * , 40 
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Computerized Axial Tomography ," 3,125 "," 3,195 "," 3,040 "," 3,220 "," 3,240 "," 2,945 "," 3,485 "," 3,200 "," 3,035 "," 3,295 "," 3,180 "," 2,655 "," 37,615 "
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 7,230 "," 7,335 "," 7,215 "," 8,265 "," 7,335 "," 7,350 "," 8,135 "," 7,975 "," 7,015 "," 8,000 "," 7,125 "," 6,100 "," 89,070 "
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Fluoroscopy , 290 , 280 , 300 , 310 , 255 , 250 , 300 , 290 , 215 , 345 , 260 , 245 ," 3,340 "
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,420 "," 1,345 "," 1,280 "," 1,290 "," 1,260 "," 1,340 "," 1,340 "," 1,415 "," 1,325 "," 1,470 "," 1,400 "," 1,200 "," 16,085 "
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 35 , 40 , 65 , 60 , 40 , 50 , 65 , 35 , 75 , 65 , 35 , 55 , 625 
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Plain Radiography ," 16,600 "," 18,130 "," 16,445 "," 18,105 "," 16,115 "," 17,010 "," 18,545 "," 17,380 "," 15,075 "," 18,470 "," 15,690 "," 12,390 "," 199,940 "
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Positron Emission Tomography , 55 , 65 , 50 , 60 , 45 , 55 , 50 , 35 , 50 , 55 , 50 , 45 , 615 
 Y62 , RBL , Wirral University Teaching Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , . , * , * , . , * , * , . , * , . , . , . , * , 10 
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Computerized Axial Tomography ," 3,130 "," 3,085 "," 2,985 "," 2,905 "," 2,580 "," 2,900 "," 3,155 "," 3,145 "," 3,160 "," 3,240 "," 2,765 "," 2,405 "," 35,450 "
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Diagnostic Ultrasonography ," 3,830 "," 4,195 "," 3,720 "," 4,145 "," 3,920 "," 3,915 "," 4,290 "," 3,970 "," 3,585 "," 4,100 "," 3,515 "," 3,120 "," 46,310 "
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Fluoroscopy , 365 , 435 , 395 , 415 , 335 , 370 , 430 , 385 , 350 , 380 , 350 , 300 ," 4,510 "
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Magnetic Resonance Imaging ," 1,400 "," 1,715 "," 1,615 "," 1,775 "," 1,645 "," 1,680 "," 1,875 "," 1,690 "," 1,670 "," 1,910 "," 1,675 "," 1,570 "," 20,215 "
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Medical Photography , . , . , . , . , . , * , * , . , . , . , . , . , 5 
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Nuclear Medicine Procedure , 195 , 230 , 170 , 225 , 160 , 195 , 225 , 210 , 170 , 205 , 200 , 170 ," 2,360 "
 Y62 , RRF ," Wrightington, Wigan and Leigh NHS Foundation Trust ", Plain Radiography ," 14,870 "," 15,230 "," 14,610 "," 15,425 "," 13,775 "," 14,420 "," 15,305 "," 14,080 "," 13,475 "," 15,595 "," 12,855 "," 10,565 "," 170,205 "
 Y63 , RCF , Airedale NHS Foundation Trust , Computerized Axial Tomography ," 1,450 "," 1,455 "," 1,375 "," 1,570 "," 1,465 "," 1,450 "," 1,540 "," 1,440 "," 1,370 "," 1,520 "," 1,385 "," 1,150 "," 17,165 "
 Y63 , RCF , Airedale NHS Foundation Trust , Diagnostic Ultrasonography ," 2,800 "," 2,775 "," 2,590 "," 3,340 "," 2,595 "," 2,640 "," 2,830 "," 2,710 "," 2,650 "," 2,940 "," 2,725 "," 2,445 "," 33,045 "
 Y63 , RCF , Airedale NHS Foundation Trust , Fluoroscopy , 235 , 250 , 230 , 265 , 200 , 225 , 250 , 195 , 205 , 230 , 210 , 150 ," 2,650 "
 Y63 , RCF , Airedale NHS Foundation Trust , Magnetic Resonance Imaging , 680 , 665 , 710 , 700 , 650 , 665 , 650 , 710 , 625 , 670 , 670 , 530 ," 7,930 "
 Y63 , RCF , Airedale NHS Foundation Trust , Plain Radiography ," 7,170 "," 7,635 "," 7,185 "," 7,665 "," 6,695 "," 6,955 "," 7,355 "," 7,060 "," 6,690 "," 7,645 "," 6,645 "," 5,005 "," 83,705 "
 Y63 , NT9 , Alliance Medical , Computerized Axial Tomography , 20 , 30 , 25 , 15 , 5 , . , * , * , 5 , . , * , . , 100 
 Y63 , NT9 , Alliance Medical , Magnetic Resonance Imaging ," 2,095 "," 2,125 "," 2,365 "," 2,175 "," 1,680 "," 1,730 "," 2,020 "," 2,040 "," 1,720 "," 1,695 "," 1,730 "," 1,625 "," 22,995 "
 Y63 , NT9 , Alliance Medical , Positron Emission Tomography ," 1,470 "," 1,565 "," 1,445 "," 1,670 "," 1,290 "," 1,575 "," 1,745 "," 1,445 "," 1,495 "," 1,720 "," 1,545 "," 1,640 "," 18,605 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Computerized Axial Tomography ," 1,725 "," 1,685 "," 1,555 "," 1,785 "," 1,630 "," 1,615 "," 1,690 "," 1,540 "," 1,490 "," 1,665 "," 1,540 "," 1,275 "," 19,190 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 4,560 "," 4,775 "," 4,380 "," 4,980 "," 4,570 "," 4,685 "," 4,885 "," 4,470 "," 4,245 "," 4,740 "," 4,270 "," 3,850 "," 54,420 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Fluoroscopy , 170 , 195 , 190 , 215 , 185 , 225 , 210 , 185 , 165 , 175 , 175 , 170 ," 2,260 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Magnetic Resonance Imaging , 605 , 715 , 680 , 730 , 710 , 705 , 715 , 685 , 605 , 645 , 645 , 480 ," 7,925 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 185 , 190 , 165 , 210 , 195 , 190 , 190 , 195 , 155 , 220 , 205 , 160 ," 2,270 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Plain Radiography ," 8,815 "," 9,350 "," 8,560 "," 9,510 "," 8,685 "," 8,750 "," 9,055 "," 8,670 "," 8,210 "," 8,920 "," 8,295 "," 6,830 "," 103,655 "
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Positron Emission Tomography , . , . , . , . , * , . , . , . , . , . , . , . , * 
 Y63 , RFF , Barnsley Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , . , . , * , * , * , . , . , * , . , * , 5 , 5 , 20 
 Y63 , NT4 , BMI Healthcare , Computerized Axial Tomography , 20 , 15 , 415 , 55 , 40 , 25 , 40 , 20 , 15 , 35 , 15 , 20 , 710 
 Y63 , NT4 , BMI Healthcare , Diagnostic Ultrasonography , 210 , 270 , 210 , 245 , 270 , 260 , 240 , 225 , 140 , 225 , 235 , 170 ," 2,700 "
 Y63 , NT4 , BMI Healthcare , Fluoroscopy , 5 , 5 , 5 , 5 , 5 , 10 , 10 , 5 , * , 5 , 5 , . , 60 
 Y63 , NT4 , BMI Healthcare , Magnetic Resonance Imaging , 150 , 160 , 165 , 225 , 185 , 190 , 180 , 220 , 150 , 225 , 155 , 155 ," 2,160 "
 Y63 , NT4 , BMI Healthcare , Plain Radiography , 210 , 280 , 240 , 290 , 195 , 280 , 265 , 290 , 215 , 315 , 295 , 180 ," 3,055 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 3,385 "," 3,450 "," 3,330 "," 3,625 "," 3,245 "," 3,190 "," 3,495 "," 3,260 "," 3,175 "," 3,645 "," 3,375 "," 2,850 "," 40,025 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 6,420 "," 6,785 "," 6,230 "," 7,180 "," 6,555 "," 6,310 "," 6,845 "," 6,420 "," 5,900 "," 6,765 "," 6,020 "," 5,590 "," 77,010 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Fluoroscopy , 605 , 625 , 585 , 660 , 545 , 580 , 620 , 595 , 540 , 625 , 525 , 495 ," 7,000 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,280 "," 1,235 "," 1,275 "," 1,370 "," 1,430 "," 1,550 "," 1,530 "," 1,470 "," 1,330 "," 1,530 "," 1,390 "," 1,120 "," 16,500 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 400 , 405 , 350 , 390 , 405 , 410 , 455 , 385 , 345 , 410 , 335 , 280 ," 4,560 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Plain Radiography ," 13,305 "," 13,420 "," 12,970 "," 14,370 "," 12,520 "," 13,055 "," 13,715 "," 12,895 "," 11,965 "," 14,050 "," 12,315 "," 9,590 "," 154,170 "
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Positron Emission Tomography , 75 , 90 , 55 , 70 , 50 , 70 , 65 , 75 , 75 , 80 , 65 , 85 , 870 
 Y63 , RAE , Bradford Teaching Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 45 , 50 , 40 , 55 , 35 , 25 , 45 , 25 , 20 , 45 , 30 , 25 , 430 
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Computerized Axial Tomography ," 2,715 "," 2,695 "," 2,785 "," 2,980 "," 2,750 "," 2,890 "," 3,055 "," 2,830 "," 2,750 "," 3,065 "," 2,905 "," 2,420 "," 33,840 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Diagnostic Ultrasonography ," 5,565 "," 6,200 "," 5,990 "," 6,480 "," 5,900 "," 5,700 "," 6,175 "," 5,850 "," 5,175 "," 6,110 "," 5,515 "," 5,020 "," 69,690 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Fluoroscopy , 590 , 535 , 560 , 660 , 560 , 545 , 590 , 555 , 555 , 600 , 565 , 515 ," 6,830 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Magnetic Resonance Imaging ," 1,670 "," 1,580 "," 1,660 "," 1,740 "," 1,645 "," 1,705 "," 1,765 "," 1,835 "," 1,745 "," 1,910 "," 1,865 "," 1,700 "," 20,830 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Medical Photography , 345 , 365 , 315 , 400 , 330 , 305 , 365 , 360 , 370 , 445 , 350 , 340 ," 4,295 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Nuclear Medicine Procedure , 170 , 140 , 125 , 145 , 185 , 175 , 165 , 160 , 120 , 190 , 140 , 170 ," 1,890 "
 Y63 , RWY , Calderdale and Huddersfield NHS Foundation Trust , Plain Radiography ," 13,225 "," 13,485 "," 12,980 "," 14,285 "," 12,425 "," 12,905 "," 13,610 "," 13,030 "," 12,520 "," 14,465 "," 12,425 "," 9,945 "," 155,295 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Computerized Axial Tomography ," 3,750 "," 3,850 "," 3,780 "," 3,985 "," 3,945 "," 3,845 "," 3,965 "," 3,795 "," 3,940 "," 4,110 "," 4,095 "," 3,480 "," 46,535 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Diagnostic Ultrasonography ," 8,265 "," 8,330 "," 7,750 "," 8,390 "," 7,345 "," 7,795 "," 8,390 "," 7,510 "," 7,480 "," 8,330 "," 7,060 "," 7,075 "," 93,725 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Fluoroscopy , 480 , 485 , 460 , 475 , 455 , 435 , 405 , 425 , 350 , 465 , 325 , 315 ," 5,075 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Magnetic Resonance Imaging ," 1,315 "," 1,430 "," 1,400 "," 1,350 "," 1,340 "," 1,300 "," 1,470 "," 1,410 "," 1,385 "," 1,415 "," 1,230 "," 1,190 "," 16,235 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Nuclear Medicine Procedure , 425 , 310 , 250 , 270 , 255 , 280 , 285 , 235 , 220 , 295 , 220 , 215 ," 3,255 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Plain Radiography ," 17,560 "," 18,050 "," 17,300 "," 18,525 "," 16,190 "," 16,980 "," 18,140 "," 16,630 "," 15,745 "," 18,095 "," 16,315 "," 13,070 "," 202,605 "
 Y63 , RXP , County Durham and Darlington NHS Foundation Trust , Single Photon Emission Computerized Tomography , 15 , 10 , 10 , 5 , 5 , 10 , 10 , 10 , 5 , 20 , 10 , 10 , 120 
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 3,680 "," 3,770 "," 3,635 "," 3,985 "," 3,855 "," 3,895 "," 3,945 "," 3,985 "," 4,030 "," 4,225 "," 3,810 "," 3,200 "," 46,015 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 8,340 "," 9,405 "," 8,595 "," 9,495 "," 8,495 "," 8,130 "," 8,755 "," 8,330 "," 7,430 "," 8,685 "," 7,370 "," 7,160 "," 100,195 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Fluoroscopy , 215 , 245 , 220 , 240 , 190 , 180 , 230 , 235 , 165 , 245 , 200 , 210 ," 2,585 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,580 "," 1,640 "," 1,710 "," 1,725 "," 1,720 "," 1,760 "," 1,550 "," 1,670 "," 1,645 "," 1,735 "," 1,880 "," 1,730 "," 20,355 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 200 , 185 , 190 , 205 , 190 , 185 , 220 , 190 , 160 , 190 , 220 , 200 ," 2,340 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Plain Radiography ," 19,355 "," 20,015 "," 18,655 "," 20,455 "," 18,175 "," 18,790 "," 19,740 "," 18,595 "," 17,745 "," 20,875 "," 17,550 "," 13,895 "," 223,850 "
 Y63 , RP5 , Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , . , . , . , . , . , . , . , . , . , . , * , . , * 
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Computerized Axial Tomography ," 1,765 "," 1,930 "," 1,735 "," 1,890 "," 1,725 "," 1,780 "," 1,855 "," 1,810 "," 1,780 "," 1,905 "," 1,805 "," 1,545 "," 21,520 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Diagnostic Ultrasonography ," 5,355 "," 5,435 "," 5,065 "," 5,580 "," 5,050 "," 4,940 "," 5,360 "," 4,860 "," 4,550 "," 5,100 "," 4,525 "," 4,035 "," 59,850 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Fluoroscopy , 265 , 320 , 265 , 355 , 290 , 245 , 330 , 355 , 280 , 375 , 310 , 230 ," 3,625 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Magnetic Resonance Imaging , 825 , 865 , 760 , 810 , 765 , 730 , 885 , 780 , 710 , 785 , 770 , 695 ," 9,370 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Nuclear Medicine Procedure , 205 , 200 , 190 , 295 , 210 , 205 , 270 , 200 , 230 , 210 , 165 , 160 ," 2,545 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Plain Radiography ," 9,785 "," 10,065 "," 10,055 "," 10,440 "," 9,585 "," 9,770 "," 10,130 "," 9,350 "," 9,540 "," 10,170 "," 9,400 "," 7,345 "," 115,635 "
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Positron Emission Tomography , 40 , 30 , 40 , 30 , 15 , 35 , 35 , 20 , 25 , 30 , 25 , 45 , 370 
 Y63 , RR7 , Gateshead Health NHS Foundation Trust , Single Photon Emission Computerized Tomography , 20 , 25 , 15 , 25 , 20 , 10 , 20 , 10 , 15 , 15 , 10 , 5 , 190 
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Computerized Axial Tomography ," 1,145 "," 1,190 "," 1,140 "," 1,260 "," 1,180 "," 1,150 "," 1,305 "," 1,285 "," 1,215 "," 1,330 "," 1,310 "," 1,025 "," 14,535 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Diagnostic Ultrasonography ," 3,015 "," 3,260 "," 2,825 "," 3,205 "," 2,975 "," 2,950 "," 3,440 "," 3,125 "," 2,750 "," 3,370 "," 3,100 "," 2,685 "," 36,705 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Fluoroscopy , 180 , 255 , 185 , 170 , 205 , 190 , 180 , 175 , 190 , 215 , 195 , 160 ," 2,300 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Magnetic Resonance Imaging , 880 , 860 ," 1,005 "," 1,005 "," 1,030 "," 1,045 "," 1,115 "," 1,005 "," 1,040 "," 1,040 "," 1,000 ", 905 ," 11,930 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Nuclear Medicine Procedure , 200 , 260 , 215 , 265 , 240 , 190 , 270 , 240 , 245 , 280 , 220 , 190 ," 2,820 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Plain Radiography ," 6,585 "," 6,860 "," 6,255 "," 6,900 "," 5,935 "," 6,215 "," 6,620 "," 6,520 "," 6,325 "," 7,205 "," 6,330 "," 4,835 "," 76,585 "
 Y63 , RCD , Harrogate and District NHS Foundation Trust , Positron Emission Tomography , 30 , 20 , 15 , 20 , 30 , 25 , 30 , 20 , 15 , 35 , 30 , 20 , 290 
